                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    130,                 1.2324,                0.71677,                 1.2028,                0.88866,                0.82521,                0.91333,                0.60007,                 1.1927,                0.60982,                 1.1758,               0.003664,               0.003664,               0.003664
                    131,                 1.2357,                0.71997,                  1.207,                0.88879,                0.82532,                0.91345,                0.60008,                 1.1923,                0.60977,                 1.1755,              0.0036145,              0.0036145,              0.0036145
                    132,                 1.2305,                0.71663,                 1.2062,                0.89133,                 0.8241,                0.91349,                0.60035,                 1.1923,                0.60973,                 1.1753,               0.003565,               0.003565,               0.003565
                    133,                 1.2268,                0.71694,                 1.2044,                0.89094,                0.82456,                 0.9137,                0.60032,                 1.1924,                0.60969,                 1.1751,              0.0035155,              0.0035155,              0.0035155
                    134,                 1.2247,                0.71368,                 1.2048,                0.88691,                0.82749,                0.91388,                0.60054,                 1.1924,                0.60944,                 1.1749,               0.003466,               0.003466,               0.003466
                    135,                 1.2328,                0.71717,                 1.2057,                0.88745,                0.82638,                0.91378,                0.60046,                 1.1921,                0.60924,                 1.1748,              0.0034165,              0.0034165,              0.0034165
                    136,                 1.2283,                0.71302,                 1.2045,                 0.8874,                0.82693,                0.91392,                0.60056,                  1.192,                0.60907,                 1.1746,               0.003367,               0.003367,               0.003367
                    137,                 1.2269,                0.71257,                 1.1998,                0.88785,                0.82691,                0.91405,                0.60067,                  1.192,                0.60898,                 1.1744,              0.0033175,              0.0033175,              0.0033175
                    138,                  1.232,                0.71509,                  1.201,                0.88887,                0.82567,                0.91396,                 0.6006,                 1.1919,                 0.6089,                 1.1741,               0.003268,               0.003268,               0.003268
                    139,                 1.2284,                0.71402,                 1.2038,                0.88852,                0.82598,                0.91405,                0.60094,                 1.1916,                0.60867,                 1.1739,              0.0032185,              0.0032185,              0.0032185
                    140,                 1.2278,                0.71306,                 1.1999,                0.88863,                0.82579,                0.91408,                0.60122,                 1.1916,                0.60835,                 1.1738,               0.003169,               0.003169,               0.003169
                    141,                 1.2242,                0.70625,                 1.2021,                0.88783,                0.82778,                0.91421,                 0.6013,                 1.1914,                0.60824,                 1.1736,              0.0031195,              0.0031195,              0.0031195
                    142,                 1.2261,                0.71016,                 1.1979,                0.88748,                 0.8272,                0.91423,                0.60135,                 1.1914,                0.60809,                 1.1735,                0.00307,                0.00307,                0.00307
                    143,                 1.2233,                0.70945,                 1.2012,                0.88771,                0.82708,                0.91452,                0.60148,                 1.1912,                0.60771,                 1.1731,              0.0030205,              0.0030205,              0.0030205
                    144,                  1.226,                0.70941,                  1.202,                0.88801,                 0.8279,                0.91448,                0.60168,                 1.1913,                0.60754,                 1.1732,               0.002971,               0.002971,               0.002971
                    145,                 1.2235,                0.70872,                 1.2019,                0.88719,                0.82978,                0.91452,                0.60177,                 1.1911,                0.60762,                 1.1729,              0.0029215,              0.0029215,              0.0029215
                    146,                  1.221,                0.70854,                 1.2038,                  0.888,                0.82728,                0.91444,                0.60182,                 1.1913,                0.60743,                 1.1729,               0.002872,               0.002872,               0.002872
                    147,                 1.2217,                0.70521,                 1.1979,                0.88897,                 0.8279,                 0.9149,                0.60224,                  1.191,                0.60717,                 1.1727,              0.0028225,              0.0028225,              0.0028225
                    148,                 1.2191,                0.70395,                  1.196,                  0.889,                 0.8272,                0.91472,                0.60223,                 1.1908,                0.60666,                 1.1726,               0.002773,               0.002773,               0.002773
                    149,                 1.2233,                0.70549,                 1.1974,                 0.8887,                0.82755,                0.91487,                0.60237,                 1.1903,                0.60678,                 1.1723,              0.0027235,              0.0027235,              0.0027235
                    150,                  1.215,                0.70135,                 1.1952,                0.88908,                0.82696,                0.91475,                0.60244,                 1.1902,                0.60654,                 1.1721,               0.002674,               0.002674,               0.002674
                    151,                 1.2197,                0.70498,                 1.1953,                0.88912,                0.82685,                0.91464,                0.60257,                 1.1901,                0.60624,                  1.172,              0.0026245,              0.0026245,              0.0026245
